comment,clean_comment
"Gaya komunikasi Pak Gibran ke publik menurut saya patut diapresiasi dan, jujur saja, jauh lebih baik dibanding banyak pejabat publik lainnya. Dari konten ini terlihat bahwa beliau cukup mampu memanfaatkan momen—termasuk saat membahas MBG, Mensrea, dan beberapa isu lain.

Di sini gaya beliau terlihat cukup solid. Contohnya ketika ditanya “apakah pernah marah?”. Banyak pejabat biasanya menjawab secara normatif yang justru memancing pertanyaan lanjutan. Namun Pak Gibran memilih jawaban yang aman, singkat, dan tidak defensif. Ditambah lagi, beliau cukup sering muncul di publik dan membangun citra sebagai sosok yang “bekerja”.

Terkait IKN, pembangunan tetap berjalan dan pemerintah baru menanggapi isu “miskomunikasi” ini belakangan, bukan saat isu tersebut sedang memuncak. Hal ini membuat saya pribadi berasumsi bahwa sebelumnya memang ada masalah (entah konflik lahan, krisis air, atau investasi) namun saat ini tampaknya sudah diatasi.

Untuk program MBG, saya juga menilai komunikasi beliau cukup baik. Beliau mengakui bahwa program ini memang memiliki banyak masalah dan masih terus menghadapi tantangan, tetapi tetap ada evaluasi. Menurut saya, ini merupakan sikap yang sehat.

Menurut saya, ini adalah strategi komunikasi yang efektif, mengingat isu terbesar yang masih melekat pada Pak Gibran sampai sekarang adalah soal dugaan penyelewengan konstitusi (perubahan aturan). Isu ini sering menjadi bahan komedi karena memang terasa absurd bagi banyak orang, namun menariknya beliau hampir tidak pernah terlihat marah atau terpancing untuk membahasnya secara langsung.

Satu catatan kecil dari saya secara pribadi: pemberian membership seumur hidup sebaiknya tidak dipublikasikan karena bisa menimbulkan kesan kurang elok, seolah-olah memberi “hadiah” kepada pejabat. Namun bisa jadi ini hanya guyonan dan tidak perlu dibahas terlalu jauh.

Karena konten ini lebih mengarah ke topik ringan seperti “muka ngantuk”, Mensrea, dan isu kemarahan Mas Gibran, maka menurut saya wajar jika pembahasan soal konstitusi dan janji 19 juta lapangan pekerjaan tidak dibahas lebih dalam di konten ini.

Intinya, menurut saya komunikasi publik Pak Gibran saat ini tergolong sangat baik. Walaupun kita semua tahu masih ada isu besar yang belum terjawab (seperti polemik konstitusi dan target 19 juta lapangan pekerjaan yang terasa cukup berat) namun dari sisi komunikasi, beliau terlihat konsisten dan terkontrol.

Anyway, semua komentar ini murni pendapat pribadi saya. CMIIW.
(BTW, jokes sawitnya juga lucu 😄)",gaya komunikasi pak gibran ke publik menurut saya patut diapresiasi dan jujur saja jauh lebih baik dibanding banyak pejabat publik lainnya dari konten ini terlihat bahwa beliau cukup mampu memanfaatkan momentermasuk saat membahas mbg mensrea dan beberapa isu lain di sini gaya beliau terlihat cukup solid contohnya ketika ditanya apakah pernah marah banyak pejabat biasanya menjawab secara normatif yang justru memancing pertanyaan lanjutan namun pak gibran memilih jawaban yang aman singkat dan tidak defensif ditambah lagi beliau cukup sering muncul di publik dan membangun citra sebagai sosok yang bekerja terkait ikn pembangunan tetap berjalan dan pemerintah baru menanggapi isu miskomunikasi ini belakangan bukan saat isu tersebut sedang memuncak hal ini membuat saya pribadi berasumsi bahwa sebelumnya memang ada masalah entah konflik lahan krisis air atau investasi namun saat ini tampaknya sudah diatasi untuk program mbg saya juga menilai komunikasi beliau cukup baik beliau mengakui bahwa program ini memang memiliki banyak masalah dan masih terus menghadapi tantangan tetapi tetap ada evaluasi menurut saya ini merupakan sikap yang sehat menurut saya ini adalah strategi komunikasi yang efektif mengingat isu terbesar yang masih melekat pada pak gibran sampai sekarang adalah soal dugaan penyelewengan konstitusi perubahan aturan isu ini sering menjadi bahan komedi karena memang terasa absurd bagi banyak orang namun menariknya beliau hampir tidak pernah terlihat marah atau terpancing untuk membahasnya secara langsung satu catatan kecil dari saya secara pribadi pemberian membership seumur hidup sebaiknya tidak dipublikasikan karena bisa menimbulkan kesan kurang elok seolaholah memberi hadiah kepada pejabat namun bisa jadi ini hanya guyonan dan tidak perlu dibahas terlalu jauh karena konten ini lebih mengarah ke topik ringan seperti muka ngantuk mensrea dan isu kemarahan mas gibran maka menurut saya wajar jika pembahasan soal konstitusi dan janji juta lapangan pekerjaan tidak dibahas lebih dalam di konten ini intinya menurut saya komunikasi publik pak gibran saat ini tergolong sangat baik walaupun kita semua tahu masih ada isu besar yang belum terjawab seperti polemik konstitusi dan target juta lapangan pekerjaan yang terasa cukup berat namun dari sisi komunikasi beliau terlihat konsisten dan terkontrol anyway semua komentar ini murni pendapat pribadi saya cmiiw btw jokes sawitnya juga lucu
"Gibran butuh influencer, tretan coki butuh relasi dengan para penguasa. Saling menguntungkan jadinya untuk kalian😂
cerdas emng tretan ini, dekat dengan wapres dan selalu membela dan mendukung nya, tapi di balut dan dikemas dengan komedi🎉😂😂😂",gibran butuh influencer tretan coki butuh relasi dengan para penguasa saling menguntungkan jadinya untuk kalian cerdas emng tretan ini dekat dengan wapres dan selalu membela dan mendukung nya tapi di balut dan dikemas dengan komedi
Anjayyyy podcast terbaik minggu ini 😂😂😂,anjayyyy podcast terbaik minggu ini
8:42 ga ikutan :v,ga ikutan v
Kayak ngajak ngobrol bocah 😭,kayak ngajak ngobrol bocah
Coba tanyain password Kaskus beliau udah inget belum,coba tanyain password kaskus beliau udah inget belum
AI anjir cuaksssss,ai anjir cuaksssss
Buzer ketemu juragannya😂,buzer ketemu juragannya
"bekingan cokmus sangar, langsung raja terakhir",bekingan cokmus sangar langsung raja terakhir
16:28 😂 ngakak coo,ngakak coo
yaa Allah lucu bangettt HAHAHAHAHA,yaa allah lucu bangettt hahahahaha
"Ahh, gw kira bakal ada pertanyaan:

Apakah mas Gibran benar cuma lulusan SMP?
Apakah mas Gibran benar FUFUFAFA?
Apakah mas Gibran benar pemakai NARKOBOY?

Akhhhhh .....",ahh gw kira bakal ada pertanyaan apakah mas gibran benar cuma lulusan smp apakah mas gibran benar fufufafa apakah mas gibran benar pemakai narkoboy akhhhhh
Yg paling saya suka akhlak nya keluarga solo ini panutan bgt sabarrr,yg paling saya suka akhlak nya keluarga solo ini panutan bgt sabarrr
Haaa,haaa
langsung final boss yang diundang,langsung final boss yang diundang
"parah di kasih kopi, padahal sukanya susu .",parah di kasih kopi padahal sukanya susu
Ketua dan Wakil Ketua Gibranisme,ketua dan wakil ketua gibranisme
19 juta masyarakat harus menonton konten ini,juta masyarakat harus menonton konten ini
Makin gaada wibawa nya nih wapres,makin gaada wibawa nya nih wapres
AI ini,ai ini
"Edaann.. Ditahan-tahan selama ini, ternyata di episode inilah keluar Mutan Final Boss-nya Tretan Universe",edaann ditahantahan selama ini ternyata di episode inilah keluar mutan final bossnya tretan universe
janji 19juta lapangan kerja mana?,janji juta lapangan kerja mana
14:21 berani banget uncle 😂,berani banget uncle
"Pas gibran mau dikasi, kartu member bebek jarok, gibran langsung bilang ada ruangan meeting, itu sebenarnya joke berarti bisa meeting gratis,",pas gibran mau dikasi kartu member bebek jarok gibran langsung bilang ada ruangan meeting itu sebenarnya joke berarti bisa meeting gratis
"Asik sbnarnya diajak ngobrol wapres kita 😂
Atleast personal ya 
terlepas dr move politiknya",asik sbnarnya diajak ngobrol wapres kita atleast personal ya terlepas dr move politiknya
kualitas mic nya jelek banget,kualitas mic nya jelek banget
HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA😂😂😂,hahahahahahahahahahahahahahahahahahahaha
"isi standup pandji soal tambang oleh nu atau muhammadiyah, malahan oknum dua ormas tsb melaporan ke polisi soal penistaan agama, ya Allah pantaslah negara +62 ini nga maju-maju (menurut keyakinan saya)",isi standup pandji soal tambang oleh nu atau muhammadiyah malahan oknum dua ormas tsb melaporan ke polisi soal penistaan agama ya allah pantaslah negara ini nga majumaju menurut keyakinan saya
"dia bilang aman...tapi Polri dan KPK diatur bapaknya...Chhukaaakkkzzz

Negoro Dagelan cuk...",dia bilang amantapi polri dan kpk diatur bapaknyachhukaaakkkzzz negoro dagelan cuk
"Punchline-nya ada di Belakang Penutupan . ""Ngapain Ngomentari orang meeting 🤝""...gggrrrrrr..... keren mas Gibran slow Banget no Baper bahkan memuji Pandji si Nasionalis yg  Cari Uangnya di Indonesia tapi Ngabisin uangnya di New York (menurut keyakinan saya)😅",punchlinenya ada di belakang penutupan ngapain ngomentari orang meeting gggrrrrrr keren mas gibran slow banget no baper bahkan memuji pandji si nasionalis yg cari uangnya di indonesia tapi ngabisin uangnya di new york menurut keyakinan saya
Napi nongkrong sama wapres cok,napi nongkrong sama wapres cok
😂,
Kesini bisa ke Skakmat ga bisa mas wapres?,kesini bisa ke skakmat ga bisa mas wapres
konten ini lebih nyawit daripada si pria menikahi sawit ,konten ini lebih nyawit daripada si pria menikahi sawit
Hancok kon tretan emang gaada lawan😂,hancok kon tretan emang gaada lawan
Gesturnya mirip banget sama Jokowi 😂😂,gesturnya mirip banget sama jokowi
Mas bagas bergetar,mas bagas bergetar
percepatan pembangunan di papua (ekspansi sawit) LOL banget,percepatan pembangunan di papua ekspansi sawit lol banget
19 juta perkerjaan mana,juta perkerjaan mana
Ytb tolong tambahkan fitur komen ber gif atau ber gambar 😅😅😅,ytb tolong tambahkan fitur komen ber gif atau ber gambar
Pangeran solo,pangeran solo
Njir pangeran jawa diroasting langsung di depan orgnya,njir pangeran jawa diroasting langsung di depan orgnya
Fufufafa kagak dbhas,fufufafa kagak dbhas
gibran kntl,gibran kntl
Ini AI ga,ini ai ga
Jubir wapres zlatan gibranhimovic El ngantukan,jubir wapres zlatan gibranhimovic el ngantukan
"11:27 ""kami mohon maaf sebelumnya"" terlepas dari tingkah lakunya beliau selama menjabat, gw rispek sii, krn ga semua pejabat, bahkan rakyat mampu mengucapkan kalimat sederhana ini (terlepas dari isi hati)",kami mohon maaf sebelumnya terlepas dari tingkah lakunya beliau selama menjabat gw rispek sii krn ga semua pejabat bahkan rakyat mampu mengucapkan kalimat sederhana ini terlepas dari isi hati
"slim berapapun uang yang lu dpt dri mereka , kalau dimasa depan ternyata gibran jadi pemimpin negri ini , kita akan lihat brain drain yang masif , org org yang punya akses akan pindah kewarganegaraan , ego mereka terlalu tinggi untuk dipimpin orang sebodoh gibran , kejatuhan indonesia tinggal menhitung jari , dan saat itu kamu akan tertulis dalam sejarah sebagai salah satu enabler hal itu",slim berapapun uang yang lu dpt dri mereka kalau dimasa depan ternyata gibran jadi pemimpin negri ini kita akan lihat brain drain yang masif org org yang punya akses akan pindah kewarganegaraan ego mereka terlalu tinggi untuk dipimpin orang sebodoh gibran kejatuhan indonesia tinggal menhitung jari dan saat itu kamu akan tertulis dalam sejarah sebagai salah satu enabler hal itu
Bangsatttt WKOWKOWKO😂😂😂,bangsatttt wkowkowko
ini pasti ai,ini pasti ai
😅😅😅,
Anj wapres mukbang🗿😂,anj wapres mukbang
"Ngantuk beneran, bgsd muslim 😅",ngantuk beneran bgsd muslim
bang tanyain mas gibran suruh cek rumah mpok citra biar tau sbagian wajah indonesia😂,bang tanyain mas gibran suruh cek rumah mpok citra biar tau sbagian wajah indonesia
"satu kasus narkoba, satu kasus resep, satu nya kasus ijazah bapaknya 😂😂😂",satu kasus narkoba satu kasus resep satu nya kasus ijazah bapaknya
"Padahal banyak blunder itu si omon"" tapi tidak ada berani keritik ujung"" kena Gibran Kayanya Media"" ga bahas tentang Geng solo Ga bakal Rame",padahal banyak blunder itu si omon tapi tidak ada berani keritik ujung kena gibran kayanya media ga bahas tentang geng solo ga bakal rame
Ekspresi coki bgst bgt cok😂,ekspresi coki bgst bgt cok
3:01 salfok mbaknya di background mirip artis FTV jaman majapahit,salfok mbaknya di background mirip artis ftv jaman majapahit
Muslim kamvret🤣🤣,muslim kamvret
kosong,kosong
"Imagine, video in jadi referensi jurnalis😂",imagine video in jadi referensi jurnalis
"""karirmu""",karirmu
"Walaupun saya bukan pemilih beliau, dan seberenya sering kontra dengan Mas Gibran. Tapi suatu hal yang bagus dari beliau adalah dia gak gampang tersinggung, dan paham sama apa yang sedang viral di anak kekinian. Coba dia lebih pintar, saya yakin dia lebih diminati dari KDM.",walaupun saya bukan pemilih beliau dan seberenya sering kontra dengan mas gibran tapi suatu hal yang bagus dari beliau adalah dia gak gampang tersinggung dan paham sama apa yang sedang viral di anak kekinian coba dia lebih pintar saya yakin dia lebih diminati dari kdm
the clap back is sooo suhu kaskus style🤣,the clap back is sooo suhu kaskus style
6:18,
Saya gak terima kalo anaknya bang pandji yang di bully. Aku gak tau itu buzzer apa gimana yg bully. Yg jelas anaknya gak salah apa2.,saya gak terima kalo anaknya bang pandji yang di bully aku gak tau itu buzzer apa gimana yg bully yg jelas anaknya gak salah apa
Wah wah kok kopi nya gk di minum coki😂,wah wah kok kopi nya gk di minum coki
The man from oslo,the man from oslo
Gibran kerjanya ngapain sih ?,gibran kerjanya ngapain sih
"Parah gua kira mau uploadnya tanggal 19 Januari, Biar bisa memperingati masyarakat yang nungguin 19 juta lapangan kerrrrrrr....",parah gua kira mau uploadnya tanggal januari biar bisa memperingati masyarakat yang nungguin juta lapangan kerrrrrrr
"tolong kasih tau sama Atmin Pusat, HP nya dibuka sendiri jangan dimainin sama anak buah nya",tolong kasih tau sama atmin pusat hp nya dibuka sendiri jangan dimainin sama anak buah nya
pria solo itu lagi,pria solo itu lagi
"kosakata, diksi dan kekayaan katanya mmg sangat miskin. hanya itu2 terus yg bs dibilang…
santai, lucu,…
gk bs berakting pinter jg gk bakal bisa. sangat terbatas sekali kosakatanya…",kosakata diksi dan kekayaan katanya mmg sangat miskin hanya itu terus yg bs dibilang santai lucu gk bs berakting pinter jg gk bakal bisa sangat terbatas sekali kosakatanya
member diparani atmin loh ya😹,member diparani atmin loh ya
Laminating Ijazah cokkkkkkk,laminating ijazah cokkkkkkk
bentar amaat pasti muahalll,bentar amaat pasti muahalll
dia memasak langsung di depan chef nya 😂,dia memasak langsung di depan chef nya
Heh !!! Kamu !!! Ngantuk ya,heh kamu ngantuk ya
Memang gokil bg coki dan bg muslim orang No.2 wow 👍👍👍😅😅😅,memang gokil bg coki dan bg muslim orang no wow
Pertama kali dalam hidup ucapin ini🔥 (keren Pak gibran)👍,pertama kali dalam hidup ucapin ini keren pak gibran
prince solo,prince solo
13:08 memantauu,memantauu
THE REAL RAJA TERAKHIR 🎉😂,the real raja terakhir
"Busett wakil presiden lo itu, mereka yg ngejoke gua yg ketarketir😂",busett wakil presiden lo itu mereka yg ngejoke gua yg ketarketir
8:40😂,
"di ajak podcast pria botak amerika tidak mau, di ajak podcast purnawirawan buzzer 02 mau😆😆😆",di ajak podcast pria botak amerika tidak mau di ajak podcast purnawirawan buzzer mau
"Choki di konten ini benar"" memasak",choki di konten ini benar memasak
Fufu Fafa,fufu fafa
"Kita bangga punya wapres bijak🤢🤮
🤣🤣🤣",kita bangga punya wapres bijak
oh hell nah pria solo loh ya 😅,oh hell nah pria solo loh ya
Dia ga sadar ya lagi diledekin kaya anak kecil 🤣,dia ga sadar ya lagi diledekin kaya anak kecil
"Ini pria sejati...kurang di roasting gmn lagi pak wapres ini,sampai keluarga2 nya...",ini pria sejatikurang di roasting gmn lagi pak wapres inisampai keluarga nya
Anj lucu banget ini 🤣🤣,anj lucu banget ini
Raja terakhir nihhhh😂,raja terakhir nihhhh
Respect anak pria solo 🫡🫡,respect anak pria solo
AI bukan ya itu,ai bukan ya itu
Podcast skakmat,podcast skakmat
Itu kannn Fuuu,itu kannn fuuu
njayy... turun gunung,njayy turun gunung
"Orangnya gak tersinggung, yang tersinggung malah pemuja bapaknya.
Emang aneh orang orang ini, suka banget tersinggung sama sesuatu yang bukan menyinggung dirinya.",orangnya gak tersinggung yang tersinggung malah pemuja bapaknya emang aneh orang orang ini suka banget tersinggung sama sesuatu yang bukan menyinggung dirinya
Presiden sama wakil nyh menerima kritik tapi yg bawah nyh selalu kepanasan tiap ada keritik buat pemerintah!??,presiden sama wakil nyh menerima kritik tapi yg bawah nyh selalu kepanasan tiap ada keritik buat pemerintah
AI ini.. asliiii perlu disidik tk panci ini,ai ini asliiii perlu disidik tk panci ini
ini namanya roasting,ini namanya roasting
Hampir 19 menit saya menonton video ini tapi tidak ada pertanyaan tentang 19 juta lapangan pekerjaan,hampir menit saya menonton video ini tapi tidak ada pertanyaan tentang juta lapangan pekerjaan
Kebayang kalo Mas Gibran jadi wakilnya Bung Karno atau Pak Harto,kebayang kalo mas gibran jadi wakilnya bung karno atau pak harto
KECEWA GA BAHAS AKUN FUFUFAFA😭😭,kecewa ga bahas akun fufufafa
"Fyi ini bukan pertama kalinya cokmus roasting gibran
Dulu udah pernah secara offline di solo",fyi ini bukan pertama kalinya cokmus roasting gibran dulu udah pernah secara offline di solo
Wow wow wowwww 😂😂😂😂,wow wow wowwww
AI ya?,ai ya
"""Mens rea nomor 1 di netflix kan?, ikut bangga"" dlam hati (bajingan....bajingan...) 😂",mens rea nomor di netflix kan ikut bangga dlam hati bajinganbajingan
"WAHHHHH parah!!! K0NteN penisTAAN, InI pAstI AI kHannnn?!?!?!!!!",wahhhhh parah knten penistaan ini pasti ai khannnn
"Pandji = Temennya Cokmus + Senior mereka.
Gibran = Juga temennya Cokmus, udah deh😂😂

Bingung tuh yang ribut2 kemaren awokawok 

Pandji saat ini ""huhh seneng gw, thanks muslim coki""😂",pandji temennya cokmus senior mereka gibran juga temennya cokmus udah deh bingung tuh yang ribut kemaren awokawok pandji saat ini huhh seneng gw thanks muslim coki
Loh wapres ini cok,loh wapres ini cok
"""Ayo Beli Markobar Kalo Sang Pisang Udah Tutup""😂😂😂😂

Ingat kah itu slim? 😅",ayo beli markobar kalo sang pisang udah tutup ingat kah itu slim
Bjiirr,bjiirr
ANak haram konstitusi,anak haram konstitusi
Wapres disruh bayar 😂😂😂 klewatan lu slik….,wapres disruh bayar klewatan lu slik
Itu si fufufafa,itu si fufufafa
"klo menurut keyakinan saya sih ini y, becandain orang dengan bilang ngantuk atau ngantukan itu g fisik sih y, kn itu kata sifat, sama kyk kita bilang si budi malas, atau si budi pemalas, klo kita bilang si budi buta, atau si budi jereng, si budi sumbing, itu baru becandain fisik, klo kuta bilang si anu ngantuk, atau si anu ngantukn y? aplgi pke nada tanya, ngantuk y? itu g bisa kena body shamming",klo menurut keyakinan saya sih ini y becandain orang dengan bilang ngantuk atau ngantukan itu g fisik sih y kn itu kata sifat sama kyk kita bilang si budi malas atau si budi pemalas klo kita bilang si budi buta atau si budi jereng si budi sumbing itu baru becandain fisik klo kuta bilang si anu ngantuk atau si anu ngantukn y aplgi pke nada tanya ngantuk y itu g bisa kena body shamming
roy suryo itu lucu bnget njir 😂😂,roy suryo itu lucu bnget njir
