comment,clean_comment,sentiment
"Video ini tayang kok, bearti mereka berdua aman.. 😂😂😂....",video ini tayang kok bearti mereka berdua aman,positive
"gw yakin itu kata kata terkahir dari mas gibran ada punchlinenya tuh, tapi dia inget posisi kwkw😂",gw yakin itu kata kata terkahir dari mas gibran ada punchlinenya tuh tapi dia inget posisi kwkw,neutral
"dikasih member gratis seumur hidup malah berbahaya buat gibran bang @tretan muslim.. soalnya gibran dah jadi pejabat publik, nanti jadi nya masuk gratifikasi bang... kayak bapaknya dulu yang dapat hadiah bass dari metalica..",dikasih member gratis seumur hidup malah berbahaya buat gibran bang tretan muslim soalnya gibran dah jadi pejabat publik nanti jadi nya masuk gratifikasi bang kayak bapaknya dulu yang dapat hadiah bass dari metalica,negative
Waduh tegang sekali ini acara,waduh tegang sekali ini acara,negative
1:33 Mata Squidward 🤣,mata squidward,neutral
"Begitu banyak point penting, yg dibahas ngantuknnya.. Segerombolan orang dongok",begitu banyak point penting yg dibahas ngantuknnya segerombolan orang dongok,negative
"""ini gimmick nya harus jalan loh"" wkwkwk 😂",ini gimmick nya harus jalan loh wkwkwk,neutral
Rasa Ketawa dan takut menjadi satu,rasa ketawa dan takut menjadi satu,negative
"Beler : Ada sertivikat halal gak ?
Muslim : ada 
Beler     : Coba perlihatkan 

Seharusnya coki ngejoks : ADA IJAZAH ASLI GAK ?",beler ada sertivikat halal gak muslim ada beler coba perlihatkan seharusnya coki ngejoks ada ijazah asli gak,negative
2 orang ini kebraniannya emang agak lain wkwk,orang ini kebraniannya emang agak lain wkwk,positive
Fix bebek carok banyak outlet nya hasil money loundry geng solo🙌,fix bebek carok banyak outlet nya hasil money loundry geng solo,neutral
"jujur, gw kira gibrannya cuman di thumbnail doang tadi ",jujur gw kira gibrannya cuman di thumbnail doang tadi,negative
NGAKAKKKK,ngakakkkk,negative
Gue jadi penasaran dengan komentar Panji Pragiwaksono setelah nonton video ini.,gue jadi penasaran dengan komentar panji pragiwaksono setelah nonton video ini,neutral
Ternyata tetep aja ya gak ada isinya 😅😂,ternyata tetep aja ya gak ada isinya,negative
"Pria solo ini suka melucu, bahkan hukum negeri ini dibikin lucu 😂😂😂😂",pria solo ini suka melucu bahkan hukum negeri ini dibikin lucu,negative
mana 19 juta lapanggan kerjanya mas gibran hah,mana juta lapanggan kerjanya mas gibran hah,neutral
Astga nda tahan nontonnya,astga nda tahan nontonnya,negative
Hidup Gibran 🔥,hidup gibran,neutral
🧹🧹🧹,,ERROR
Mas mas Surakarta lho ya,mas mas surakarta lho ya,neutral
Besok Senin dapet surat BAP,besok senin dapet surat bap,neutral
Gentleman mas,gentleman mas,positive
"Disini sebagai Gibran gw seneng bnget lihatnya, sengai wakil presiden gw eneuk bnget",disini sebagai gibran gw seneng bnget lihatnya sengai wakil presiden gw eneuk bnget,positive
Trending 1 sih ini wajib,trending sih ini wajib,negative
Jirrrrr...gw nggak bisa bedakan yg AI Ama yg nggak,jirrrrrgw nggak bisa bedakan yg ai ama yg nggak,negative
Pesenan mas waspres lu comot duluan.. Coki coki...,pesenan mas waspres lu comot duluan coki coki,negative
Emang yg paling bgst dari duet coki-muslim ni responnya coki dengar jokes2nya muslim. Ketawanya bangke kali hahahaha.,emang yg paling bgst dari duet cokimuslim ni responnya coki dengar jokesnya muslim ketawanya bangke kali hahahaha,positive
Wapres ketriger,wapres ketriger,neutral
00:10 raja terakhir. Wkwkwkwkwk....,raja terakhir wkwkwkwkwk,negative
Pecahhh 😂😂😂😂😂😂,pecahhh,negative
Bawa mutanya dong bang ke acaranya coki yang eek,bawa mutanya dong bang ke acaranya coki yang eek,neutral
Mutant jenis baru kah ini ? 😱,mutant jenis baru kah ini,negative
Ternak Mulyono,ternak mulyono,positive
Hahahahahaha gong di tahun 2026,hahahahahaha gong di tahun,positive
salut mas Gibran... tetep kalem ... sehat selalu mas wapres...tetap menginspirasi anak muda,salut mas gibran tetep kalem sehat selalu mas waprestetap menginspirasi anak muda,positive
Coki paling jago klo jadi bunglon,coki paling jago klo jadi bunglon,negative
Coki mukanya sang* 😂😂😂😂,coki mukanya sang,negative
"santai iya gk papa,. kalem. tapi pendukung anda yang gk kelem. chuaksszz",santai iya gk papa kalem tapi pendukung anda yang gk kelem chuaksszz,negative
Mau komen tapi takut dilacak 😢,mau komen tapi takut dilacak,negative
Pendukung anies makin streesss liat podcast ini 😂😂😂,pendukung anies makin streesss liat podcast ini,negative
mana 19 juta lapangan pekerjaan itu mas,mana juta lapangan pekerjaan itu mas,negative
"Bang gua blm mulai video nya udah ketawa terbahak bahak bang😂😂😂😂😂
Solo vs duo",bang gua blm mulai video nya udah ketawa terbahak bahak bang solo vs duo,negative
Wakil presiden kita kok SIBUK ...,wakil presiden kita kok sibuk,negative
Waktunya bangkit Itachi kebanggaan konoha,waktunya bangkit itachi kebanggaan konoha,neutral
"Ini orang2 yang dibelain orang2 tentang Roasting ke orangnya? Tapi orangnya santai2 aja kan? Politik semua kan? Lah orangnya aja santai aja kok yang lainnya repot aneh banget. Personnya aja paham klo itu Joke yang memaang di ranah ""Stand Up Comedy"".",ini orang yang dibelain orang tentang roasting ke orangnya tapi orangnya santai aja kan politik semua kan lah orangnya aja santai aja kok yang lainnya repot aneh banget personnya aja paham klo itu joke yang memaang di ranah stand up comedy,negative
Hahahahahaha,hahahahahaha,positive
"Anjing bangt😂, masak kipernya di bilang di pegangin pespampres 😂",anjing bangt masak kipernya di bilang di pegangin pespampres,neutral
"Cair cair, pasti gede donk bayaranya😂",cair cair pasti gede donk bayaranya,positive
16:25 🗿,,ERROR
2 jam lalu absen,jam lalu absen,neutral
"jujur saya tdk suka gibran as wakil presiden, tapi saya sangat suka respond gibran",jujur saya tdk suka gibran as wakil presiden tapi saya sangat suka respond gibran,positive
"Satu komedian lucu, satu pengusaha sukses, dan satu orang baek",satu komedian lucu satu pengusaha sukses dan satu orang baek,positive
Bangsat wkwkwkwkwkwk,bangsat wkwkwkwkwkwk,negative
ga ada isinya diskusi ini 🗿,ga ada isinya diskusi ini,neutral
"fufufafa klarifikasi.
mana 19jt lapangan pekerjaanya woy?!",fufufafa klarifikasi mana jt lapangan pekerjaanya woy,neutral
Apakah ini Ai  semua...??,apakah ini ai semua,negative
ketemu KKB gak??,ketemu kkb gak,negative
Saya yakin ini AI,saya yakin ini ai,positive
4:21 😂😂😂😂😂😂😂😂😂,,ERROR
"Ajak ke Musmas paman, dengan Judul, GIBRAN JUGA MANUSIA",ajak ke musmas paman dengan judul gibran juga manusia,negative
Laminating ijazah😂,laminating ijazah,negative
😂,,ERROR
tinggal sama prabowo nih,tinggal sama prabowo nih,neutral
Memang pemuda tersesat muslim sama coki. Wkwkwkw,memang pemuda tersesat muslim sama coki wkwkwkw,negative
Ini nantinya bakal di Roasting lagi... 😅😅😅,ini nantinya bakal di roasting lagi,neutral
Waduh ke tonton,waduh ke tonton,negative
Roy suryo spesialis aib? Bener berati dia fufufafa 😂,roy suryo spesialis aib bener berati dia fufufafa,negative
"🗣: ""Mana 19 juta lapangan pekerjaan yang kau katakan itu?🔥""",mana juta lapangan pekerjaan yang kau katakan itu,negative
"Aap ini, kosong... Kosong banget tengahnya",aap ini kosong kosong banget tengahnya,negative
Gw yakin ini AI,gw yakin ini ai,neutral
"Iziiinn bang tretan. Sepemahaman saya, dalam hal ini, membership yg diberikan ke bang gibran termasuk gratifikasi yaaaaa. Maap ya ga asik😁",iziiinn bang tretan sepemahaman saya dalam hal ini membership yg diberikan ke bang gibran termasuk gratifikasi yaaaaa maap ya ga asik,negative
bg ini ai kan?,bg ini ai kan,negative
kok nyambung?,kok nyambung,positive
Wapres udh next presidennya 😂😂,wapres udh next presidennya,neutral
"""diam kamu Pandji"" wkwkwkk 🤣",diam kamu pandji wkwkwkk,negative
6:02 tugas ke papua .. percepatan pembangunan ... pembangunan lahan sawit #chaaakss,tugas ke papua percepatan pembangunan pembangunan lahan sawit chaaakss,neutral
"respect Mas Gibran wkwkwk
tapi ingat ya teman-teman, ini komedi doang, inget, jangan jadi alasan lu untuk milih pejabat publik nanti.",respect mas gibran wkwkwk tapi ingat ya temanteman ini komedi doang inget jangan jadi alasan lu untuk milih pejabat publik nanti,negative
si gibran nahan ketawa mulu kocak klo  mau ketawa ya ketawa aja kocak awokawokaowk,si gibran nahan ketawa mulu kocak klo mau ketawa ya ketawa aja kocak awokawokaowk,positive
MUTANT MUSLIM YANG INI SPEALISASINYA DONGOK YAA😂😂😂,mutant muslim yang ini spealisasinya dongok yaa,negative
ada berapa orang sniper?,ada berapa orang sniper,negative
Oohh.. asli toh.. saya kira AI... Keren jubir pak wapres 👍🏼👍🏼,oohh asli toh saya kira ai keren jubir pak wapres,positive
14:51 i knew he was gonna smirk 😂,i knew he was gonna smirk,negative
"Bisa di ambil kesimpulan. Dari awal Mas Muslim dan Mas Coki bukan timses Prabowo-Gibran, tapi mereka berdua timses khusus Mas Gibran doang 😂😂😂",bisa di ambil kesimpulan dari awal mas muslim dan mas coki bukan timses prabowogibran tapi mereka berdua timses khusus mas gibran doang,negative
Siapa cvk yang pesen kopi????,siapa cvk yang pesen kopi,neutral
"Tp disini muka nya tidak ngantuk loo dan nada bicaranya tidak di speed 0.25.. Gini aja sudah agh jangan di ngantuk""kan dan di lambat""i ngomongnyaaa",tp disini muka nya tidak ngantuk loo dan nada bicaranya tidak di speed gini aja sudah agh jangan di ngantukkan dan di lambati ngomongnyaaa,negative
12:55 bisa2 roastingan dikasih es kopi biar ga ngantuk... Sumpah ngakak banget😂😂,bisa roastingan dikasih es kopi biar ga ngantuk sumpah ngakak banget,positive
Tretan anying masak roy suryo😂😂,tretan anying masak roy suryo,negative
Anjj ahhhggg lucu cok tai,anjj ahhhggg lucu cok tai,positive
"Ai nya keren, bisa mirip kek gibran",ai nya keren bisa mirip kek gibran,positive
Gibran ini tau cara mainin gelombang entertainment,gibran ini tau cara mainin gelombang entertainment,neutral
FINAL bosss hahahaha,final bosss hahahaha,positive
BA termahal tereksklusif bebek carok satttt,ba termahal tereksklusif bebek carok satttt,positive
"Yg bertatto org mana ya ini,penasaran gw,nyalinya gede gak ya ..tengil bngtt babgsat",yg bertatto org mana ya inipenasaran gwnyalinya gede gak ya tengil bngtt babgsat,negative
lucu panji atau roy suryo 😂😂😂,lucu panji atau roy suryo,neutral
Heeii cuman ente yang bisa se santai ini sama pak wapres,heeii cuman ente yang bisa se santai ini sama pak wapres,negative
"beliau masih di level zeus, kalo bisa langsung ke level kronos nya dong wkwk",beliau masih di level zeus kalo bisa langsung ke level kronos nya dong wkwk,neutral
HIDUP SOLO,hidup solo,positive
"Itu yg d ajak ngobrol, gibran apa fufufafa?",itu yg d ajak ngobrol gibran apa fufufafa,neutral
"😂😂😂 90% Klarifikasi, 100% Promo BebekCarokku 🤤🤤",klarifikasi promo bebekcarokku,neutral
Cocok emg jd wapres. Santuy bgt dah. Gw yg deg2kn 😂,cocok emg jd wapres santuy bgt dah gw yg degkn,negative
"Wapress ny se santai itu cuyy, tapi warga ny emosian bangett🤣🤣🤣",wapress ny se santai itu cuyy tapi warga ny emosian bangett,negative
"Tretan muslik yg suka ngejoke tentang gibran, terus ada yg sok2 ngebela gibran, tapi si tretan yg dapet kepercayaan, yg lain udah capek² cari muka padahal 😂",tretan muslik yg suka ngejoke tentang gibran terus ada yg sok ngebela gibran tapi si tretan yg dapet kepercayaan yg lain udah capek cari muka padahal,negative
Pemuda solo itu lagi,pemuda solo itu lagi,negative
"Kalo di sini koq ngomong nya lancar ya, giliran ditanya solusi banjir malah AFK",kalo di sini koq ngomong nya lancar ya giliran ditanya solusi banjir malah afk,negative
"ini bukan mau klarifikasi, malah mintan roasting tambahan lewat pertanyaan host... saaaaaaaaaaaat!!!!",ini bukan mau klarifikasi malah mintan roasting tambahan lewat pertanyaan host saaaaaaaaaaaat,negative
meksipun cuma santai santai aja tapi seru mas wakil presiden inii,meksipun cuma santai santai aja tapi seru mas wakil presiden inii,positive
"salah satu tokoh yg menginspirasi❤
kalo dihujat ya dibawa santuy aja😪 
mantap mas gibran, tetaplah jadi jokowi 2 yg tetap santuy kalo dihujat😂😂 
ya aku juga bukan jokowi garis keras kok
hanya mendukung apa yg seharusnya benar2 didukung.
kalo memang salah, dikritik.
sekali lagi, dikritik, bukan dihina.
kritik itu selalu menyertakan solusi, bukan dihina doang.
pas jaman jokowi juga aku gak semua setuju, salah satunya pas covid. tapi sisanya tentang pembangunan, aku selalu setuju.
yg sekarang, mbg pun perlu evaluasi lebih dalam lagi. banyak keracunan dan makanan yg tdk layak diberikan. tapi itu murni kesalahan sppg setempat, bukan salah presiden.
dan pendidikan gratis. sebenarnya aku mau disertakan pendidikan gratis, disamping ada makan gratis.
pendidikan indo udah parah dan hancur. pendidikan gratis sangat dibutuhkan, makan gratis pun juga perlu.",salah satu tokoh yg menginspirasi kalo dihujat ya dibawa santuy aja mantap mas gibran tetaplah jadi jokowi yg tetap santuy kalo dihujat ya aku juga bukan jokowi garis keras kok hanya mendukung apa yg seharusnya benar didukung kalo memang salah dikritik sekali lagi dikritik bukan dihina kritik itu selalu menyertakan solusi bukan dihina doang pas jaman jokowi juga aku gak semua setuju salah satunya pas covid tapi sisanya tentang pembangunan aku selalu setuju yg sekarang mbg pun perlu evaluasi lebih dalam lagi banyak keracunan dan makanan yg tdk layak diberikan tapi itu murni kesalahan sppg setempat bukan salah presiden dan pendidikan gratis sebenarnya aku mau disertakan pendidikan gratis disamping ada makan gratis pendidikan indo udah parah dan hancur pendidikan gratis sangat dibutuhkan makan gratis pun juga perlu,positive
disuruh nonton sama icel😭,disuruh nonton sama icel,positive
RAJA TERAKHIR 💀,raja terakhir,neutral
12:43,,ERROR
4:21 kok hp gw ngeheng yaa,kok hp gw ngeheng yaa,negative
"Sekali lagi semua berawal dari cokmus, klarifikasi pertama di Indonesia itu yang mendasari podcast om dedy, roasting pak wakil presiden padahal anaknya baru lahir apakah ini yang mendasari mens rea, konten last hope kitchen apakah ini juga yang mendasari adanya MBG hahahaha. Anda berdua cokmus harusnya di angkat sebagai duta segala pelopor di Indonesia karna anda ber2 ini visioner hahahaha 😅😂",sekali lagi semua berawal dari cokmus klarifikasi pertama di indonesia itu yang mendasari podcast om dedy roasting pak wakil presiden padahal anaknya baru lahir apakah ini yang mendasari mens rea konten last hope kitchen apakah ini juga yang mendasari adanya mbg hahahaha anda berdua cokmus harusnya di angkat sebagai duta segala pelopor di indonesia karna anda ber ini visioner hahahaha,positive
nonton nya sambil dagdigdug jirr,nonton nya sambil dagdigdug jirr,positive
host nya AI nggak tuh?,host nya ai nggak tuh,negative
🤣🤣🤣🤣,,ERROR
Emang bangsat si muslim 😂😂,emang bangsat si muslim,negative
"3komika legend, 2 dr jalur standup, 1 dr jalur kaskus 🤣🤣
btw sblum shoting mas wapres udh 2hari drmh aja bnyak tidur & istirahat
biar pas podcast kelihatan seger & gak ngantuk",komika legend dr jalur standup dr jalur kaskus btw sblum shoting mas wapres udh hari drmh aja bnyak tidur istirahat biar pas podcast kelihatan seger gak ngantuk,neutral
Mas Gibran asyik banget orangnya,mas gibran asyik banget orangnya,positive
Bang sathhh 🤣🤣🤣,bang sathhh,positive
Anjay,anjay,positive
"mas wapres ini walaupun agak-agak, ngantuk juga tapi bisa santai diajak lucu-lucuan daripada yang lain pinter doang tapi negara kagak pernah bener.

komisaris apa kek gitu maksudnya",mas wapres ini walaupun agakagak ngantuk juga tapi bisa santai diajak luculucuan daripada yang lain pinter doang tapi negara kagak pernah bener komisaris apa kek gitu maksudnya,negative
ngerri cuyy,ngerri cuyy,neutral
"Ternyata mas Gibran selera humornya good,pokok nya sehat selalu buat pemimpin Indonesia biar bisa memberikan yg terbaik buat negeriku",ternyata mas gibran selera humornya goodpokok nya sehat selalu buat pemimpin indonesia biar bisa memberikan yg terbaik buat negeriku,positive
Gaje Cok cuma make pertanyaan click bait buat clipper seterusnya ga ada bahasan 😂,gaje cok cuma make pertanyaan click bait buat clipper seterusnya ga ada bahasan,negative
itukan pria solo lite,itukan pria solo lite,neutral
Emang bangsat.... joke nya 😅😅,emang bangsat joke nya,negative
"“Yang dibercandain santai”, bro dia lupa password akun. Mikirrrr 😂😂😂",yang dibercandain santai bro dia lupa password akun mikirrrr,negative
yutub tambahin sticker komen dong,yutub tambahin sticker komen dong,neutral
